trial_idx,relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response
1,30,크리스마스,선물,,,Event:Feature (Korean Localized),PART-WHOLE,example,
1,30,경기응원,팬,,,Event:Feature (Korean Localized),PART-WHOLE,example,
1,30,수확,농작물,,,Event:Feature (Korean Localized),PART-WHOLE,example,
1,30,시사회,레드카펫,,,Event:Feature (Korean Localized),PART-WHOLE,example,
1,30,칵테일파티,음료,음료,라운지,Event:Feature (Korean Localized),PART-WHOLE,probe,1.0
2,44,구운고기,요리솔,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
2,44,벽,페인트,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
2,44,생울타리,전지가위,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
2,44,흙,삽,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
2,44,눈썹,족집게,미용실,족집게,Object:Instrument (Korean Localized),CASE RELATIONS,probe,2.0
3,-1,baseline,baseline,,,baseline,baseline,baseline,
4,1,모욕하다,친절하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
4,1,당황하다,침착하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
4,1,거짓말하다,정직하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
4,1,버리다,충성스럽게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
4,1,속삭이다,큰 소리로,큰 소리로,비밀,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,probe,1.0
5,39,기후학,기후,,,Knowledge (Korean Localized),REFERENCE,example,
5,39,정치학,정부,,,Knowledge (Korean Localized),REFERENCE,example,
5,39,우주론,우주,,,Knowledge (Korean Localized),REFERENCE,example,
5,39,역사학,과거,,,Knowledge (Korean Localized),REFERENCE,example,
5,39,심장학,심장,병실,심장,Knowledge (Korean Localized),REFERENCE,probe,2.0
6,44,바닥,왁스,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
6,44,범죄자,수갑,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
6,44,머리,모자,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
6,44,상처,붕대,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
6,44,나무,체인톱,체인톱,가지,Object:Instrument (Korean Localized),CASE RELATIONS,probe,1.0
7,30,워크숍,도구,,,Event:Feature (Korean Localized),PART-WHOLE,example,
7,30,추첨행사,응모권,,,Event:Feature (Korean Localized),PART-WHOLE,example,
7,30,리허설,대본,,,Event:Feature (Korean Localized),PART-WHOLE,example,
7,30,야외바비큐,햄버거,,,Event:Feature (Korean Localized),PART-WHOLE,example,
7,30,코미디쇼,코미디언,코미디언,전단지,Event:Feature (Korean Localized),PART-WHOLE,probe,1.0
8,1,쌓아두다,후하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
8,1,무시하다,주의 깊게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
8,1,어슬렁거리다,서둘러,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
8,1,망치다,전문가답게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
8,1,엉망으로 하다,완벽하게,완벽하게,엉망으로,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,probe,1.0
9,-1,baseline,baseline,,,baseline,baseline,baseline,
10,44,낙엽,갈퀴,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
10,44,죄수,족쇄,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
10,44,통나무,도끼,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
10,44,손톱,손톱깎이,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
10,44,실,바늘,바느질땀,바늘,Object:Instrument (Korean Localized),CASE RELATIONS,probe,2.0
11,30,식사,음식,,,Event:Feature (Korean Localized),PART-WHOLE,example,
11,30,스포츠경기,선수,,,Event:Feature (Korean Localized),PART-WHOLE,example,
11,30,갈라행사,드레스,,,Event:Feature (Korean Localized),PART-WHOLE,example,
11,30,교향악연주회,지휘자,,,Event:Feature (Korean Localized),PART-WHOLE,example,
11,30,소풍,간식,등산로,간식,Event:Feature (Korean Localized),PART-WHOLE,probe,2.0
12,39,화산학,화산,,,Knowledge (Korean Localized),REFERENCE,example,
12,39,경제학,시장,,,Knowledge (Korean Localized),REFERENCE,example,
12,39,음향학,소리,,,Knowledge (Korean Localized),REFERENCE,example,
12,39,소아의학,어린이,,,Knowledge (Korean Localized),REFERENCE,example,
12,39,수문학,물,장화,물,Knowledge (Korean Localized),REFERENCE,probe,2.0
13,-1,baseline,baseline,,,baseline,baseline,baseline,
14,1,살금살금 걷다,시끄럽게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
14,1,게으름 피우다,경쾌하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
14,1,장황하게 말하다,간결하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
14,1,비틀거리다,우아하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
14,1,허둥대다,능숙하게,능숙하게,서툴게,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,probe,1.0
15,44,치아,칫솔,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
15,44,캔버스,붓,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
15,44,그림,지우개,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
15,44,피아노,손가락,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
15,44,수프,국자,국자,육수,Object:Instrument (Korean Localized),CASE RELATIONS,probe,1.0
16,30,경매,경매사,,,Event:Feature (Korean Localized),PART-WHOLE,example,
16,30,면접,지원자,,,Event:Feature (Korean Localized),PART-WHOLE,example,
16,30,경주,결승선,,,Event:Feature (Korean Localized),PART-WHOLE,example,
16,30,퍼레이드,장식차,,,Event:Feature (Korean Localized),PART-WHOLE,example,
16,30,졸업식,졸업생,졸업생,지원자,Event:Feature (Korean Localized),PART-WHOLE,probe,1.0
17,39,고생물학,화석,,,Knowledge (Korean Localized),REFERENCE,example,
17,39,유전학,유전,,,Knowledge (Korean Localized),REFERENCE,example,
17,39,농학,농사,,,Knowledge (Korean Localized),REFERENCE,example,
17,39,종양학,암,,,Knowledge (Korean Localized),REFERENCE,example,
17,39,심리학,행동,행동,뇌,Knowledge (Korean Localized),REFERENCE,probe,1.0
18,-1,baseline,baseline,,,baseline,baseline,baseline,
19,1,보다,눈을 감고,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
19,1,숙고하다,충동적으로,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
19,1,축하하다,슬프게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
19,1,실패하다,성공적으로,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
19,1,집중하다,산만하게,깊게,산만하게,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,probe,2.0
20,39,기상학,날씨,,,Knowledge (Korean Localized),REFERENCE,example,
20,39,음악학,음악,,,Knowledge (Korean Localized),REFERENCE,example,
20,39,생물학,생명,,,Knowledge (Korean Localized),REFERENCE,example,
20,39,식문화학,요리,,,Knowledge (Korean Localized),REFERENCE,example,
20,39,수사학,설득,설득,청중,Knowledge (Korean Localized),REFERENCE,probe,1.0
21,30,바비큐,그릴,,,Event:Feature (Korean Localized),PART-WHOLE,example,
21,30,모금행사,기부금,,,Event:Feature (Korean Localized),PART-WHOLE,example,
21,30,추석,송편,,,Event:Feature (Korean Localized),PART-WHOLE,example,
21,30,베이비샤워,선물,,,Event:Feature (Korean Localized),PART-WHOLE,example,
21,30,선거,투표용지,헌법,투표용지,Event:Feature (Korean Localized),PART-WHOLE,probe,2.0
22,-1,baseline,baseline,,,baseline,baseline,baseline,
23,39,정형외과학,뼈,,,Knowledge (Korean Localized),REFERENCE,example,
23,39,정신의학,정신질환,,,Knowledge (Korean Localized),REFERENCE,example,
23,39,논리학,추론,,,Knowledge (Korean Localized),REFERENCE,example,
23,39,생태학,생태계,,,Knowledge (Korean Localized),REFERENCE,example,
23,39,지질학,지구,지구,지질망치,Knowledge (Korean Localized),REFERENCE,probe,1.0
24,1,비굴하게 굽실거리다,대담하게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
24,1,놀라게 하다,점차적으로,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
24,1,외치다,소리 없이,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
24,1,움찔하다,매끄럽게,,,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,example,
24,1,껴안다,거리를 두고,친구,거리를 두고,Action:Action Nonattribute (Korean Localized),NON-ATTRIBUTE,probe,2.0
25,44,머리카락,드라이기,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
25,44,밭,쟁기,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
25,44,식물,비료,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
25,44,말,안장,,,Object:Instrument (Korean Localized),CASE RELATIONS,example,
25,44,병,병따개,병따개,냉장고,Object:Instrument (Korean Localized),CASE RELATIONS,probe,1.0
