relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
17,amplify,signal,,,Change,SIMILAR,example,,2
17,deepen,flavor,,,Change,SIMILAR,example,,2
17,waning,sunlight,,,Change,SIMILAR,example,,2
17,worsen,condition,,,Change,SIMILAR,example,,2
17,escalation,conflict,troops,conflict,Change,SIMILAR,probe,2.0,2
12,barber,patron,,,Agent:Recipient,CASE RELATIONS,example,,3
12,mechanic,customer,,,Agent:Recipient,CASE RELATIONS,example,,3
12,landlord,tenant,,,Agent:Recipient,CASE RELATIONS,example,,3
12,sergeant,recruit,,,Agent:Recipient,CASE RELATIONS,example,,3
12,tutor,pupil,pupil,desk,Agent:Recipient,CASE RELATIONS,probe,1.0,3
61,afternoon,nap,,,Time Action/Activity,SPACE-TIME,example,,4
61,cruise,sailing,,,Time Action/Activity,SPACE-TIME,example,,4
61,bedtime,sleeping,,,Time Action/Activity,SPACE-TIME,example,,4
61,revolution,fighting,,,Time Action/Activity,SPACE-TIME,example,,4
61,halloween,carving,mask,carving,Time Action/Activity,SPACE-TIME,probe,2.0,4
5,encourage,confident,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,5
5,mix,blend,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,5
5,purify,pure,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,5
5,beat,defeated,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,5
5,comfort,calm,calm,couch,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,probe,1.0,5
17,acceleration,speed,,,Change,SIMILAR,example,,6
17,accumulate,dust,,,Change,SIMILAR,example,,6
17,inflation,price,,,Change,SIMILAR,example,,6
17,brighten,room,,,Change,SIMILAR,example,,6
17,surge,demand,store,demand,Change,SIMILAR,probe,2.0,6
-1,baseline,baseline,,,baseline,baseline,baseline,,7
12,wholesaler,retailer,,,Agent:Recipient,CASE RELATIONS,example,,8
12,musician,listener,,,Agent:Recipient,CASE RELATIONS,example,,8
12,nanny,child,,,Agent:Recipient,CASE RELATIONS,example,,8
12,shopkeeper,patron,,,Agent:Recipient,CASE RELATIONS,example,,8
12,instructor,trainee,trainee,training manual,Agent:Recipient,CASE RELATIONS,probe,1.0,8
61,adulthood,work,,,Time Action/Activity,SPACE-TIME,example,,9
61,concert,performing,,,Time Action/Activity,SPACE-TIME,example,,9
61,childhood,playing,,,Time Action/Activity,SPACE-TIME,example,,9
61,camping,hiking,,,Time Action/Activity,SPACE-TIME,example,,9
61,morning,breakfast,breakfast,cereal,Time Action/Activity,SPACE-TIME,probe,1.0,9
-1,baseline,baseline,,,baseline,baseline,baseline,,10
12,crossing guard,pedestrian,,,Agent:Recipient,CASE RELATIONS,example,,11
12,carpenter,client,,,Agent:Recipient,CASE RELATIONS,example,,11
12,politician,constituent,,,Agent:Recipient,CASE RELATIONS,example,,11
12,grandmother,grandchild,,,Agent:Recipient,CASE RELATIONS,example,,11
12,mentor,protégé,protégé,colleague,Agent:Recipient,CASE RELATIONS,probe,1.0,11
17,erosion,shoreline,,,Change,SIMILAR,example,,12
17,deposit,balance,,,Change,SIMILAR,example,,12
17,recession,employment,,,Change,SIMILAR,example,,12
17,growth,revenue,,,Change,SIMILAR,example,,12
17,promotion,rank,rank,badge,Change,SIMILAR,probe,1.0,12
-1,baseline,baseline,,,baseline,baseline,baseline,,13
61,monsoon,flooding,,,Time Action/Activity,SPACE-TIME,example,,14
61,night,dreaming,,,Time Action/Activity,SPACE-TIME,example,,14
61,banquet,toasting,,,Time Action/Activity,SPACE-TIME,example,,14
61,intermission,stretching,,,Time Action/Activity,SPACE-TIME,example,,14
61,sabbath,worshipping,prayer book,worshipping,Time Action/Activity,SPACE-TIME,probe,2.0,14
12,editor,author,,,Agent:Recipient,CASE RELATIONS,example,,15
12,trainer,athlete,,,Agent:Recipient,CASE RELATIONS,example,,15
12,vet,animal,,,Agent:Recipient,CASE RELATIONS,example,,15
12,narrator,audience,,,Agent:Recipient,CASE RELATIONS,example,,15
12,publisher,subscriber,magazine,subscriber,Agent:Recipient,CASE RELATIONS,probe,2.0,15
5,wrap,covered,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,16
5,heal,healthy,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,16
5,stab,wound,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,16
5,sift,separated,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,16
5,stain,discolored,discolored,marked,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,probe,1.0,16
61,daybreak,waking,,,Time Action/Activity,SPACE-TIME,example,,17
61,winter,christmas,,,Time Action/Activity,SPACE-TIME,example,,17
61,sale,shopping,,,Time Action/Activity,SPACE-TIME,example,,17
61,renaissance,painting,,,Time Action/Activity,SPACE-TIME,example,,17
61,retirement,traveling,traveling,condo,Time Action/Activity,SPACE-TIME,probe,1.0,17
17,trim,tree,,,Change,SIMILAR,example,,18
17,torture,pain,,,Change,SIMILAR,example,,18
17,reduce,emissions,,,Change,SIMILAR,example,,18
17,drain,battery,,,Change,SIMILAR,example,,18
17,loosen,knot,knot,sail,Change,SIMILAR,probe,1.0,18
5,freeze,frozen,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,19
5,sharpen,sharp,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,19
5,praise,proud,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,19
5,knead,soft,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,19
5,illuminate,bright,bright,ceiling,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,probe,1.0,19
12,captain,crew,,,Agent:Recipient,CASE RELATIONS,example,,20
12,director,actor,,,Agent:Recipient,CASE RELATIONS,example,,20
12,pharmacist,customer,,,Agent:Recipient,CASE RELATIONS,example,,20
12,pilot,passenger,,,Agent:Recipient,CASE RELATIONS,example,,20
12,lifeguard,swimmer,beach,swimmer,Agent:Recipient,CASE RELATIONS,probe,2.0,20
61,famine,starvation,,,Time Action/Activity,SPACE-TIME,example,,21
61,recession,layoffs,,,Time Action/Activity,SPACE-TIME,example,,21
61,prohibition,bootlegging,,,Time Action/Activity,SPACE-TIME,example,,21
61,birthday,party,,,Time Action/Activity,SPACE-TIME,example,,21
61,pregnancy,development,development,hospital,Time Action/Activity,SPACE-TIME,probe,1.0,21
5,stretch,long,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,22
5,evaporate,dry,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,22
5,glue,sticky,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,22
5,delight,happy,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,22
