relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
24,금,유리,,,Defective (Korean Localized),CONTRAST,example,,2
24,불면증,수면,,,Defective (Korean Localized),CONTRAST,example,,2
24,흠집,테이블,,,Defective (Korean Localized),CONTRAST,example,,2
24,위궤양,위,,,Defective (Korean Localized),CONTRAST,example,,2
24,우울증,정신,정신,기억,Defective (Korean Localized),CONTRAST,probe,1.0,2
34,토스터,토스트 굽다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,3
34,연필,쓰다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,3
34,체중계,몸무게 재다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,3
34,거품기,휘젓다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,3
34,나침반,길 찾다,길 찾다,지도,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,probe,1.0,3
-1,baseline,baseline,,,baseline,baseline,baseline,,4
24,실명,시력,,,Defective (Korean Localized),CONTRAST,example,,5
24,울퉁불퉁함,매트리스,,,Defective (Korean Localized),CONTRAST,example,,5
24,치아 사이 틈,치아,,,Defective (Korean Localized),CONTRAST,example,,5
24,백혈병,혈액,,,Defective (Korean Localized),CONTRAST,example,,5
24,구멍,바지,바지,세탁,Defective (Korean Localized),CONTRAST,probe,1.0,5
62,대학,학위,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,생일,케이크,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,성인기,주택대출,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,신혼여행,해변,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,가뭄,먼지,우산,먼지,Time Associated Item (Korean Localized),SPACE-TIME,probe,2.0,6
34,포크,먹다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,7
34,쌍안경,확대하다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,7
34,체,거르다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,7
34,자동차,운전하다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,7
34,깔때기,붓다,흘려 보내다,붓다,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,probe,2.0,7
50,연인,열정,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,8
50,미망인,사별,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,8
50,구두쇠,탐욕,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,8
50,무정부상태,혼란,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,8
50,반항아,반항,시위,반항,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,probe,2.0,8
-1,baseline,baseline,,,baseline,baseline,baseline,,9
24,착색,치아,,,Defective (Korean Localized),CONTRAST,example,,10
24,오류,계산,,,Defective (Korean Localized),CONTRAST,example,,10
24,균열,인도,,,Defective (Korean Localized),CONTRAST,example,,10
24,허점,계약서,,,Defective (Korean Localized),CONTRAST,example,,10
24,누수,지붕,홈통,지붕,Defective (Korean Localized),CONTRAST,probe,2.0,10
62,코로나19,마스크,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,11
62,여름,수영복,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,11
62,쉬는시간,운동장,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,11
62,가을,감,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,11
62,영아기,젖병,서류가방,젖병,Time Associated Item (Korean Localized),SPACE-TIME,probe,2.0,11
34,선풍기,식히다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,12
34,계산기,계산하다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,12
34,프라이팬,굽다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,12
34,잔디깎이,잔디 깎다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,12
34,면도기,면도하다,다듬다,면도하다,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,probe,2.0,12
50,사막,건조함,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,13
50,승자,승리,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,13
50,애도자,슬픔,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,13
50,기근,굶주림,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,13
50,수호자,경계심,의무,경계심,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,probe,2.0,13
62,휴가,여행가방,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,육아,수면부족,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,선거일,투표용지,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,새벽,수탉,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,14
62,저녁,노을,베개,노을,Time Associated Item (Korean Localized),SPACE-TIME,probe,2.0,14
24,부정맥,심장박동,,,Defective (Korean Localized),CONTRAST,example,,15
24,왜곡,소리,,,Defective (Korean Localized),CONTRAST,example,,15
24,찍힘,범퍼,,,Defective (Korean Localized),CONTRAST,example,,15
24,찢어짐,스타킹,,,Defective (Korean Localized),CONTRAST,example,,15
24,스크래치,시디,끊김,시디,Defective (Korean Localized),CONTRAST,probe,2.0,15
34,외바퀴손수레,나르다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,16
34,휴대폰,전화하다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,16
34,빗자루,쓸다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,16
34,스테이플러,철하다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,16
34,칫솔,닦다,닦다,광내다,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,probe,1.0,16
-1,baseline,baseline,,,baseline,baseline,baseline,,17
50,영아,무력함,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,18
50,노예,속박,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,18
50,거짓말쟁이,기만,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,18
50,천재,총명함,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,18
50,거지,가난,가난,거리,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,probe,1.0,18
62,캠핑,바비큐,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,봄,봄비,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,출퇴근시간,교통체증,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,돌잔치,돌잡이,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,19
62,겨울,눈,눈,꽃,Time Associated Item (Korean Localized),SPACE-TIME,probe,1.0,19
-1,baseline,baseline,,,baseline,baseline,baseline,,20
24,멍,과일,,,Defective (Korean Localized),CONTRAST,example,,21
24,녹,금속,,,Defective (Korean Localized),CONTRAST,example,,21
24,마모 자국,신발,,,Defective (Korean Localized),CONTRAST,example,,21
24,심잡음,심장,,,Defective (Korean Localized),CONTRAST,example,,21
24,노이즈,녹음,치익 소리,녹음,Defective (Korean Localized),CONTRAST,probe,2.0,21
50,현자,지혜,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,22
50,추방자,추방,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,22
50,불씨,열기,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,22
50,처녀,순결,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,22
50,초안,개발과정,개발과정,개요,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,probe,1.0,22
34,손전등,비추다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,23
34,펜,쓰다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,23
34,붓,칠하다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,23
34,접착제,붙이다,,,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,example,,23
34,확성기,증폭하다,알리다,증폭하다,Instrument:Intended Action (Korean Localized),CAUSE-PURPOSE,probe,2.0,23
62,은퇴,연금,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,24
62,소녀시절,인형,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,24
62,장례식,조화,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,24
62,아침,커피,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,24
62,사춘기,호르몬,호르몬,보조바퀴,Time Associated Item (Korean Localized),SPACE-TIME,probe,1.0,24
50,자선가,관대함,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,25
50,챔피언,승리,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,25
50,낙원,환희,,,ObjectState(noun:noun) (Korean Localized),ATTRIBUTE,example,,25
