trial_idx,relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response
1,42,week,day,,,Mass:Potion,PART-WHOLE,example,
1,42,hand,fingers,,,Mass:Potion,PART-WHOLE,example,
1,42,pound,ounce,,,Mass:Potion,PART-WHOLE,example,
1,42,album,tracks,,,Mass:Potion,PART-WHOLE,example,
1,42,army,soldiers,war,soldiers,Mass:Potion,PART-WHOLE,probe,2.0
2,9,dancer,applause,,,Agent:Goal,CAUSE-PURPOSE,example,
2,9,mediator,reconciliation,,,Agent:Goal,CAUSE-PURPOSE,example,
2,9,runner,finish,,,Agent:Goal,CAUSE-PURPOSE,example,
2,9,traveler,destination,,,Agent:Goal,CAUSE-PURPOSE,example,
2,9,team,trophy,trophy,practice,Agent:Goal,CAUSE-PURPOSE,probe,1.0
3,21,rich,poor,,,Contrary,CONTRAST,example,
3,21,rude,polite,,,Contrary,CONTRAST,example,
3,21,smart,stupid,,,Contrary,CONTRAST,example,
3,21,inside,outside,,,Contrary,CONTRAST,example,
3,21,hairy,bald,bald,furry,Contrary,CONTRAST,probe,1.0
4,35,plunger,unclog,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
4,35,anchor,secure,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
4,35,fan,cool,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
4,35,knife,cut,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
4,35,broom,sweep,push,sweep,Instrument:Intended Action,CAUSE-PURPOSE,probe,2.0
5,-1,baseline,baseline,,,baseline,baseline,baseline,
6,9,gambler,millionaire,,,Agent:Goal,CAUSE-PURPOSE,example,
6,9,writer,publication,,,Agent:Goal,CAUSE-PURPOSE,example,
6,9,gardener,bloom,,,Agent:Goal,CAUSE-PURPOSE,example,
6,9,scientist,discovery,,,Agent:Goal,CAUSE-PURPOSE,example,
6,9,musician,fame,fame,tour,Agent:Goal,CAUSE-PURPOSE,probe,1.0
7,42,necklace,beads,,,Mass:Potion,PART-WHOLE,example,
7,42,highway,lanes,,,Mass:Potion,PART-WHOLE,example,
7,42,dollar,cents,,,Mass:Potion,PART-WHOLE,example,
7,42,year,months,,,Mass:Potion,PART-WHOLE,example,
7,42,rope,strands,boat,strands,Mass:Potion,PART-WHOLE,probe,2.0
8,-1,baseline,baseline,,,baseline,baseline,baseline,
9,21,fast,slow,,,Contrary,CONTRAST,example,
9,21,loyal,treacherous,,,Contrary,CONTRAST,example,
9,21,order,chaos,,,Contrary,CONTRAST,example,
9,21,wet,dry,,,Contrary,CONTRAST,example,
9,21,high,low,low,ladder,Contrary,CONTRAST,probe,1.0
10,42,sentence,words,,,Mass:Potion,PART-WHOLE,example,
10,42,garlic,cloves,,,Mass:Potion,PART-WHOLE,example,
10,42,mosaic,tiles,,,Mass:Potion,PART-WHOLE,example,
10,42,poem,verses,,,Mass:Potion,PART-WHOLE,example,
10,42,city,neighborhoods,neighborhoods,zip codes,Mass:Potion,PART-WHOLE,probe,1.0
11,35,stove,cook,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
11,35,ax,chop,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
11,35,syringe,inject,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
11,35,oven,bake,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
11,35,lever,lift,pivot,lift,Instrument:Intended Action,CAUSE-PURPOSE,probe,2.0
12,-1,baseline,baseline,,,baseline,baseline,baseline,
13,21,build,destroy,,,Contrary,CONTRAST,example,
13,21,big,small,,,Contrary,CONTRAST,example,
13,21,friend,enemy,,,Contrary,CONTRAST,example,
13,21,black,white,,,Contrary,CONTRAST,example,
13,21,easy,difficult,difficult,simple,Contrary,CONTRAST,probe,1.0
14,35,screwdriver,screw,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
14,35,whisk,whip,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
14,35,spoon,stir,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
14,35,oar,row,,,Instrument:Intended Action,CAUSE-PURPOSE,example,
14,35,cigarette,smoke,smoke,light,Instrument:Intended Action,CAUSE-PURPOSE,probe,1.0
15,9,athlete,medal,,,Agent:Goal,CAUSE-PURPOSE,example,
15,9,surgeon,cure,,,Agent:Goal,CAUSE-PURPOSE,example,
15,9,hermit,solitude,,,Agent:Goal,CAUSE-PURPOSE,example,
