trial_idx,relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response
1,41,세탁실,세탁기,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
1,41,호텔,침대,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
1,41,치과,치과드릴,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
1,41,수술실,수술칼,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
1,41,야구장,배트,타자,배트,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,probe,2.0
2,5,감아올리다,낚시,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
2,5,증언하다,재판,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
2,5,썰다,요리,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
2,5,계산하다,쇼핑,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
2,5,꿰매다,바느질,바느질,단처리하다,Activity:Stage (Korean Localized),PART-WHOLE,probe,1.0
3,27,바이올린,첼로,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
3,27,잡지,신문,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
3,27,침팬지,고릴라,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
3,27,숲,삼림,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
3,27,커피,차,차,머그컵,Dimensional Similarity (Korean Localized),SIMILAR,probe,1.0
4,45,은둔자,교제,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
4,45,추방,고향,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
4,45,바보,지혜,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
4,45,단조로움,흥분,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
4,45,밤,빛,자정,빛,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,probe,2.0
5,-1,baseline,baseline,,,baseline,baseline,baseline,
6,5,강의하다,교육,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
6,5,면도하다,몸단장,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
6,5,교정하다,편집,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
6,5,발리하다,테니스,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
6,5,사포질하다,목공,목공,사포,Activity:Stage (Korean Localized),PART-WHOLE,probe,1.0
7,27,애정,사랑,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
7,27,말,조랑말,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
7,27,붓다,쏟아붓다,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
7,27,세단,쿠페,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
7,27,거북이,육지거북,느린,육지거북,Dimensional Similarity (Korean Localized),SIMILAR,probe,2.0
8,45,무관심,열정,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
8,45,춤,침묵,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
8,45,낮,어둠,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
8,45,독신자,결혼,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
8,45,늪지,건조함,모기,건조함,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,probe,2.0
9,41,공사장,크레인,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
9,41,선착장,닻,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
9,41,카지노,카드,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
9,41,무대,스포트라이트,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
9,41,천문대,망원경,망원경,별보기,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,probe,1.0
10,-1,baseline,baseline,,,baseline,baseline,baseline,
11,5,밭갈다,농사,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
11,5,빨래개다,빨래,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
11,5,투구하다,야구,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
11,5,패스하다,축구,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
11,5,바디체크하다,아이스하키,아이스하키,스틱,Activity:Stage (Korean Localized),PART-WHOLE,probe,1.0
12,45,무정부상태,통치,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
12,45,겨울,초록,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
12,45,청결,더러움,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
12,45,고아,부모,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
12,45,해로움,안전,안전,부상,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,probe,1.0
13,-1,baseline,baseline,,,baseline,baseline,baseline,
14,41,작업실,톱,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
14,41,거실,소파,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
14,41,이발소,가위,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
14,41,마구간,고삐,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
14,41,교회,예배의자,예배의자,종교,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,probe,1.0
15,27,분노,격분,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
15,27,장갑,벙어리장갑,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
15,27,뜨겁다,따뜻하다,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
15,27,킥킥거리다,껄껄웃다,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
15,27,독수리,매,매,날카로운,Dimensional Similarity (Korean Localized),SIMILAR,probe,1.0
16,-1,baseline,baseline,,,baseline,baseline,baseline,
17,41,경기장,전광판,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
17,41,아기방,요람,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
17,41,실험실,현미경,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
17,41,욕실,수건,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
17,41,놀이터,미끄럼틀,놀이시간,미끄럼틀,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,probe,2.0
18,45,공허,물질,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
18,45,속임수,진실,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
18,45,탐욕,자선,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
18,45,결혼식,비탄,,,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,example,
18,45,장례식,웃음,웃음,비탄,Object:Nonstate (Korean Localized),NON-ATTRIBUTE,probe,1.0
19,5,망치질하다,건축,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
19,5,들이마시다,호흡,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
19,5,짐싣다,이사,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
19,5,평의하다,재판,,,Activity:Stage (Korean Localized),PART-WHOLE,example,
19,5,헹구다,설거지,물,설거지,Activity:Stage (Korean Localized),PART-WHOLE,probe,2.0
20,27,모자,야구모자,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
20,27,미사,퇴적물,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
20,27,카누,카약,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
20,27,잼,젤리,,,Dimensional Similarity (Korean Localized),SIMILAR,example,
20,27,들판,초원,초원,울타리,Dimensional Similarity (Korean Localized),SIMILAR,probe,1.0
21,41,정육점,정육칼,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
21,41,교실,칠판,,,Location:Instrument/Associated Item (Korean Localized),SPACE-TIME,example,
