relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
48,owl,hoot,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,2
48,boxer,fight,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,2
48,musician,play,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,2
48,actor,act,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,2
48,dolphin,leap,ocean,leap,Object:Typical Action (noun.verb),ATTRIBUTE,probe,2.0,2
58,audition,casting,,,Sequence,SPACE-TIME,example,,3
58,rehearsal,concert,,,Sequence,SPACE-TIME,example,,3
58,dawn,dusk,,,Sequence,SPACE-TIME,example,,3
58,election,inauguration,,,Sequence,SPACE-TIME,example,,3
58,departure,arrival,airport,arrival,Sequence,SPACE-TIME,probe,2.0,3
-1,baseline,baseline,,,baseline,baseline,baseline,,4
7,lazy,indolence,,,Agent Attribute:State,ATTRIBUTE,example,,5
7,blushing,embarrassment,,,Agent Attribute:State,ATTRIBUTE,example,,5
7,bored,tedium,,,Agent Attribute:State,ATTRIBUTE,example,,5
7,drunk,intoxication,,,Agent Attribute:State,ATTRIBUTE,example,,5
7,forlorn,desolation,desolation,sadness,Agent Attribute:State,ATTRIBUTE,probe,1.0,5
33,furniture,desk,,,Functional,CLASS-INCLUSION,example,,6
33,fabric,silk,,,Functional,CLASS-INCLUSION,example,,6
33,dish,plate,,,Functional,CLASS-INCLUSION,example,,6
33,seat,chair,,,Functional,CLASS-INCLUSION,example,,6
33,vegetable,spinach,spinach,dressing,Functional,CLASS-INCLUSION,probe,1.0,6
58,spring,summer,,,Sequence,SPACE-TIME,example,,7
58,text,index,,,Sequence,SPACE-TIME,example,,7
58,breakfast,lunch,,,Sequence,SPACE-TIME,example,,7
58,outline,essay,,,Sequence,SPACE-TIME,example,,7
58,boarding,takeoff,takeoff,check-in,Sequence,SPACE-TIME,probe,1.0,7
7,grateful,thankfulness,,,Agent Attribute:State,ATTRIBUTE,example,,8
7,peaceful,serenity,,,Agent Attribute:State,ATTRIBUTE,example,,8
7,withdrawn,seclusion,,,Agent Attribute:State,ATTRIBUTE,example,,8
7,hopeful,optimism,,,Agent Attribute:State,ATTRIBUTE,example,,8
7,shaking,fear,fear,earthquake,Agent Attribute:State,ATTRIBUTE,probe,1.0,8
48,pastor,preach,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,9
48,student,learn,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,9
48,switch,flip,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,9
48,pendulum,swing,,,Object:Typical Action (noun.verb),ATTRIBUTE,example,,9
48,lamp,glow,bulb,glow,Object:Typical Action (noun.verb),ATTRIBUTE,probe,2.0,9
58,opening,closing,,,Sequence,SPACE-TIME,example,,10
58,crime,investigation,,,Sequence,SPACE-TIME,example,,10
58,warmup,game,,,Sequence,SPACE-TIME,example,,10
58,trial,verdict,,,Sequence,SPACE-TIME,example,,10
58,flirtation,tryst,tryst,party,Sequence,SPACE-TIME,probe,1.0,10
33,decoration,wreath,,,Functional,CLASS-INCLUSION,example,,11
33,adhesive,glue,,,Functional,CLASS-INCLUSION,example,,11
33,container,bucket,,,Functional,CLASS-INCLUSION,example,,11
33,spice,cinnamon,,,Functional,CLASS-INCLUSION,example,,11
33,transportation,bus,bus,stop,Functional,CLASS-INCLUSION,probe,1.0,11
-1,baseline,baseline,,,baseline,baseline,baseline,,12
7,insecure,doubt,,,Agent Attribute:State,ATTRIBUTE,example,,13
7,ambitious,determination,,,Agent Attribute:State,ATTRIBUTE,example,,13
7,humble,modesty,,,Agent Attribute:State,ATTRIBUTE,example,,13
