relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
12,grocer,shopper,,,Agent:Recipient,CASE RELATIONS,example,,2
12,social worker,family,,,Agent:Recipient,CASE RELATIONS,example,,2
12,uncle,nephew,,,Agent:Recipient,CASE RELATIONS,example,,2
12,lender,borrower,,,Agent:Recipient,CASE RELATIONS,example,,2
12,nurse,patient,patient,doctor,Agent:Recipient,CASE RELATIONS,probe,1.0,2
17,flood,water,,,Change,SIMILAR,example,,3
17,shortage,supply,,,Change,SIMILAR,example,,3
17,muffle,sound,,,Change,SIMILAR,example,,3
17,worsen,condition,,,Change,SIMILAR,example,,3
17,growth,revenue,sales team,revenue,Change,SIMILAR,probe,2.0,3
5,lie,untrustworthy,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,4
5,annoy,irritated,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,4
5,divide,parts,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,4
5,lock,secure,,,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,example,,4
5,insult,offended,offended,remark,Action:Resultant Attribute (verb:noun/adjective),ATTRIBUTE,probe,1.0,4
61,harvest,reaping,,,Time Action/Activity,SPACE-TIME,example,,5
61,winter,christmas,,,Time Action/Activity,SPACE-TIME,example,,5
61,intermission,stretching,,,Time Action/Activity,SPACE-TIME,example,,5
61,halftime,resting,,,Time Action/Activity,SPACE-TIME,example,,5
61,autumn,equinox,jacket,equinox,Time Action/Activity,SPACE-TIME,probe,2.0,5
12,realtor,buyer,,,Agent:Recipient,CASE RELATIONS,example,,6
12,bartender,patron,,,Agent:Recipient,CASE RELATIONS,example,,6
12,general,soldier,,,Agent:Recipient,CASE RELATIONS,example,,6
12,clerk,customer,,,Agent:Recipient,CASE RELATIONS,example,,6
12,broadcaster,viewer,reporter,viewer,Agent:Recipient,CASE RELATIONS,probe,2.0,6
-1,baseline,baseline,,,baseline,baseline,baseline,,7
61,summer,camping,,,Time Action/Activity,SPACE-TIME,example,,8
61,youth,exploring,,,Time Action/Activity,SPACE-TIME,example,,8
61,afternoon,nap,,,Time Action/Activity,SPACE-TIME,example,,8
