trial_idx,relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response
1,4,sweep,floor,,,Action:Object,CASE RELATIONS,example,
1,4,brush,teeth,,,Action:Object,CASE RELATIONS,example,
1,4,row,boat,,,Action:Object,CASE RELATIONS,example,
1,4,carry,luggage,,,Action:Object,CASE RELATIONS,example,
1,4,drain,tub,tub,bathroom,Action:Object,CASE RELATIONS,probe,1.0
2,3,clean,dirty,,,Action:Object Attribute,ATTRIBUTE,example,
2,3,open,closed,,,Action:Object Attribute,ATTRIBUTE,example,
2,3,untangle,knotted,,,Action:Object Attribute,ATTRIBUTE,example,
2,3,shelter,homeless,,,Action:Object Attribute,ATTRIBUTE,example,
2,3,persuade,skeptical,skeptical,argument,Action:Object Attribute,ATTRIBUTE,probe,1.0
3,45,dance,silence,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
3,45,orphan,parents,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
3,45,dungeon,comfort,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
3,45,wilderness,civilization,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
3,45,tribulation,peace,conflict,peace,Object:Nonstate (noun:noun),NON-ATTRIBUTE,probe,2.0
4,53,coins,pennies,,,Plural Collective,CLASS-INCLUSION,example,
4,53,flowers,roses,,,Plural Collective,CLASS-INCLUSION,example,
4,53,electronics,televisions,,,Plural Collective,CLASS-INCLUSION,example,
4,53,cereals,oatmeal,,,Plural Collective,CLASS-INCLUSION,example,
4,53,gemstones,diamonds,mine,diamonds,Plural Collective,CLASS-INCLUSION,probe,2.0
5,4,ride,horse,,,Action:Object,CASE RELATIONS,example,
5,4,learn,skill,,,Action:Object,CASE RELATIONS,example,
5,4,hammer,nail,,,Action:Object,CASE RELATIONS,example,
5,4,throw,ball,,,Action:Object,CASE RELATIONS,example,
5,4,draft,letter,letter,pen,Action:Object,CASE RELATIONS,probe,1.0
6,3,heat,cold,,,Action:Object Attribute,ATTRIBUTE,example,
6,3,rescue,stranded,,,Action:Object Attribute,ATTRIBUTE,example,
6,3,replace,obsolete,,,Action:Object Attribute,ATTRIBUTE,example,
6,3,loosen,tight,,,Action:Object Attribute,ATTRIBUTE,example,
6,3,explore,uncharted,uncharted,dangerous,Action:Object Attribute,ATTRIBUTE,probe,1.0
7,53,sports,basketball,,,Plural Collective,CLASS-INCLUSION,example,
7,53,poems,sonnets,,,Plural Collective,CLASS-INCLUSION,example,
7,53,fabrics,silk,,,Plural Collective,CLASS-INCLUSION,example,
7,53,shoes,sneakers,,,Plural Collective,CLASS-INCLUSION,example,
7,53,literature,novels,chapter,novels,Plural Collective,CLASS-INCLUSION,probe,2.0
8,-1,baseline,baseline,,,baseline,baseline,baseline,
9,3,hate,detestable,,,Action:Object Attribute,ATTRIBUTE,example,
9,3,simplify,complex,,,Action:Object Attribute,ATTRIBUTE,example,
9,3,demolish,condemned,,,Action:Object Attribute,ATTRIBUTE,example,
9,3,close,open,,,Action:Object Attribute,ATTRIBUTE,example,
9,3,cool,hot,hot,fan,Action:Object Attribute,ATTRIBUTE,probe,1.0
10,45,hatred,love,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
10,45,rivalry,serenity,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
10,45,coward,courage,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
10,45,laziness,effort,,,Object:Nonstate (noun:noun),NON-ATTRIBUTE,example,
10,45,cleanliness,dirt,soap,dirt,Object:Nonstate (noun:noun),NON-ATTRIBUTE,probe,2.0
11,4,fire,cannon,,,Action:Object,CASE RELATIONS,example,
11,4,pitch,tent,,,Action:Object,CASE RELATIONS,example,
11,4,fold,laundry,,,Action:Object,CASE RELATIONS,example,
11,4,set,table,,,Action:Object,CASE RELATIONS,example,
