relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
54,activity,boredom,,,Prevention,CAUSE-PURPOSE,example,,2
54,coat,hypothermia,,,Prevention,CAUSE-PURPOSE,example,,2
54,exercise,obesity,,,Prevention,CAUSE-PURPOSE,example,,2
54,antivirus,malware,,,Prevention,CAUSE-PURPOSE,example,,2
54,watering,wilting,weeds,wilting,Prevention,CAUSE-PURPOSE,probe,2.0,2
26,frugal,miserly,,,Dimensional Excessive,SIMILAR,example,,3
26,wiping,scrubbing,,,Dimensional Excessive,SIMILAR,example,,3
26,worried,frantic,,,Dimensional Excessive,SIMILAR,example,,3
26,selfish,narcissistic,,,Dimensional Excessive,SIMILAR,example,,3
26,assertive,aggressive,aggressive,meeting,Dimensional Excessive,SIMILAR,probe,1.0,3
36,addict,control,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,4
36,amputee,limb,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,4
36,defector,allegiance,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,4
36,adult,childhood,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,4
36,orphan,parents,orphanage,parents,Item:Ex-part/Ex-possession,PART-WHOLE,probe,2.0,4
-1,baseline,baseline,,,baseline,baseline,baseline,,5
19,wardrobe,garment,,,Collection:Member,PART-WHOLE,example,,6
19,school,fish,,,Collection:Member,PART-WHOLE,example,,6
19,herd,cattle,,,Collection:Member,PART-WHOLE,example,,6
19,band,musician,,,Collection:Member,PART-WHOLE,example,,6
19,murder,crow,crow,field,Collection:Member,PART-WHOLE,probe,1.0,6
36,celebrity,privacy,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,7
36,scar,wound,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,7
36,monk,possessions,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,7
36,debtor,solvency,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,7
36,elder,youth,wisdom,youth,Item:Ex-part/Ex-possession,PART-WHOLE,probe,2.0,7
54,law,crime,,,Prevention,CAUSE-PURPOSE,example,,8
54,food,hunger,,,Prevention,CAUSE-PURPOSE,example,,8
54,umbrella,wetness,,,Prevention,CAUSE-PURPOSE,example,,8
54,contraception,pregnancy,,,Prevention,CAUSE-PURPOSE,example,,8
54,diplomacy,war,talks,war,Prevention,CAUSE-PURPOSE,probe,2.0,8
-1,baseline,baseline,,,baseline,baseline,baseline,,9
36,criminal,lawfulness,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,10
36,deserter,post,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,10
36,frog,tail,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,10
36,senior,vitality,,,Item:Ex-part/Ex-possession,PART-WHOLE,example,,10
36,convict,freedom,freedom,parole,Item:Ex-part/Ex-possession,PART-WHOLE,probe,1.0,10
19,jury,juror,,,Collection:Member,PART-WHOLE,example,,11
19,colony,ant,,,Collection:Member,PART-WHOLE,example,,11
19,portfolio,investment,,,Collection:Member,PART-WHOLE,example,,11
19,alphabet,letter,,,Collection:Member,PART-WHOLE,example,,11
19,garden,plant,plant,hose,Collection:Member,PART-WHOLE,probe,1.0,11
54,lifejacket,drowning,,,Prevention,CAUSE-PURPOSE,example,,12
54,oxygen,suffocation,,,Prevention,CAUSE-PURPOSE,example,,12
54,locks,theft,,,Prevention,CAUSE-PURPOSE,example,,12
54,filter,impurities,,,Prevention,CAUSE-PURPOSE,example,,12
54,lubricant,friction,friction,oil,Prevention,CAUSE-PURPOSE,probe,1.0,12
26,suggesting,demanding,,,Dimensional Excessive,SIMILAR,example,,13
26,devoted,fanatical,,,Dimensional Excessive,SIMILAR,example,,13
26,nudging,shoving,,,Dimensional Excessive,SIMILAR,example,,13
26,energetic,hyperactive,,,Dimensional Excessive,SIMILAR,example,,13
26,pain,agony,agony,wince,Dimensional Excessive,SIMILAR,probe,1.0,13
19,panel,expert,,,Collection:Member,PART-WHOLE,example,,14
19,squadron,aircraft,,,Collection:Member,PART-WHOLE,example,,14
19,catalog,product,,,Collection:Member,PART-WHOLE,example,,14
19,stanza,line,,,Collection:Member,PART-WHOLE,example,,14
19,medley,tune,tune,tempo,Collection:Member,PART-WHOLE,probe,1.0,14
54,verification,fraud,,,Prevention,CAUSE-PURPOSE,example,,15
54,coating,rust,,,Prevention,CAUSE-PURPOSE,example,,15
54,repellent,mosquitoes,,,Prevention,CAUSE-PURPOSE,example,,15
54,training,incompetence,,,Prevention,CAUSE-PURPOSE,example,,15
54,planning,confusion,confusion,schedule,Prevention,CAUSE-PURPOSE,probe,1.0,15
26,fond,infatuated,,,Dimensional Excessive,SIMILAR,example,,16
26,talking,ranting,,,Dimensional Excessive,SIMILAR,example,,16
