relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
6,광부,광석,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,2
6,화가,초상화,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,2
6,음악가,명성,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,2
6,참가자,상금,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,2
6,코미디언,웃음,웃음,마이크,Agent:Goal (Korean Localized),CAUSE-PURPOSE,probe,1.0,2
62,대학,학위,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,3
62,설날,세뱃돈,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,3
62,대청소,빗자루,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,3
62,아침,커피,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,3
62,유아기,떼쓰기,떼쓰기,사물함,Time Associated Item (Korean Localized),SPACE-TIME,probe,1.0,3
-1,baseline,baseline,,,baseline,baseline,baseline,,4
14,바다,호수,,,Attribute Similarity (Korean Localized),SIMILAR,example,,5
14,버터,마가린,,,Attribute Similarity (Korean Localized),SIMILAR,example,,5
14,화산,간헐천,,,Attribute Similarity (Korean Localized),SIMILAR,example,,5
14,양초,손전등,,,Attribute Similarity (Korean Localized),SIMILAR,example,,5
14,정원,숲,호스,숲,Attribute Similarity (Korean Localized),SIMILAR,probe,2.0,5
62,여름,수영복,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,정오,점심,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,장례식,조화,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,연말정산,영수증,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,6
62,연애초기,사탕,웨딩케이크,사탕,Time Associated Item (Korean Localized),SPACE-TIME,probe,2.0,6
-1,baseline,baseline,,,baseline,baseline,baseline,,7
14,금,은,,,Attribute Similarity (Korean Localized),SIMILAR,example,,8
14,벽돌,콘크리트,,,Attribute Similarity (Korean Localized),SIMILAR,example,,8
14,화살,총알,,,Attribute Similarity (Korean Localized),SIMILAR,example,,8
14,짐마차,트레일러,,,Attribute Similarity (Korean Localized),SIMILAR,example,,8
14,앨리게이터,악어,비늘,악어,Attribute Similarity (Korean Localized),SIMILAR,probe,2.0,8
6,중재자,화해,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,9
6,협상가,합의,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,9
6,투자자,수익,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,9
6,기독교인,천국,,,Agent:Goal (Korean Localized),CAUSE-PURPOSE,example,,9
6,수감자,자유,자유,감방,Agent:Goal (Korean Localized),CAUSE-PURPOSE,probe,1.0,9
62,청소년기,여드름,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,10
62,퇴근후,맥주,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,10
62,폭설,제설삽,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,10
62,목욕시간,거품,,,Time Associated Item (Korean Localized),SPACE-TIME,example,,10
62,졸업식,학사모,조화,학사모,Time Associated Item (Korean Localized),SPACE-TIME,probe,2.0,10
4,짐을 내리다,실리다,,,Action:Object Attribute (Korean Localized),ATTRIBUTE,example,,11
