trial_idx,relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response
1,28,처음,마지막,,,Directional (Korean Localized),CONTRAST,example,
1,28,팽창하다,수축하다,,,Directional (Korean Localized),CONTRAST,example,
1,28,과거,미래,,,Directional (Korean Localized),CONTRAST,example,
1,28,도착하다,출발하다,,,Directional (Korean Localized),CONTRAST,example,
1,28,산봉우리,계곡,계곡,오르다,Directional (Korean Localized),CONTRAST,probe,1.0
2,47,함대,배,,,Object:Stuff (Korean Localized),PART-WHOLE,example,
2,47,교회,신자,,,Object:Stuff (Korean Localized),PART-WHOLE,example,
2,47,군대,군인,,,Object:Stuff (Korean Localized),PART-WHOLE,example,
2,47,꽃병,도자기,,,Object:Stuff (Korean Localized),PART-WHOLE,example,
2,47,재킷,데님,스타일,데님,Object:Stuff (Korean Localized),PART-WHOLE,probe,2.0
3,0,둘러보다,가볍다,,,Action:Action Attribute (Korean Localized),ATTRIBUTE,example,
3,0,잔소리하다,성가시다,,,Action:Action Attribute (Korean Localized),ATTRIBUTE,example,
3,0,곰곰이생각하다,사려깊다,,,Action:Action Attribute (Korean Localized),ATTRIBUTE,example,
3,0,다투다,대립적이다,,,Action:Action Attribute (Korean Localized),ATTRIBUTE,example,
3,0,훔치다,부정직하다,부정직하다,지갑,Action:Action Attribute (Korean Localized),ATTRIBUTE,probe,1.0
4,28,내측,외측,,,Directional (Korean Localized),CONTRAST,example,
4,28,입력,출력,,,Directional (Korean Localized),CONTRAST,example,
4,28,승선하다,하선하다,,,Directional (Korean Localized),CONTRAST,example,
4,28,접다,펴다,,,Directional (Korean Localized),CONTRAST,example,
4,28,북동,남서,모서리,남서,Directional (Korean Localized),CONTRAST,probe,2.0
5,54,환자,진료의뢰서,,,Recipient:Instrument (Korean Localized),CASE RELATIONS,example,
5,54,수형자,가석방,,,Recipient:Instrument (Korean Localized),CASE RELATIONS,example,
5,54,유권자,투표용지,,,Recipient:Instrument (Korean Localized),CASE RELATIONS,example,
5,54,아기,젖병,,,Recipient:Instrument (Korean Localized),CASE RELATIONS,example,
5,54,회사,투자금,매출,투자금,Recipient:Instrument (Korean Localized),CASE RELATIONS,probe,2.0
6,-1,baseline,baseline,,,baseline,baseline,baseline,
7,47,대양,물,,,Object:Stuff (Korean Localized),PART-WHOLE,example,
7,47,카드덱,카드,,,Object:Stuff (Korean Localized),PART-WHOLE,example,
