trial_idx,relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response
1,51,물고기,날다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
1,51,승려,수다떨다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
1,51,아이,일하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
1,51,회의론자,믿다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
1,51,나무늘보,전력질주하다,기어다니다,전력질주하다,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,probe,2.0
2,14,커튼,블라인드,,,Attribute Similarity (Korean Localized),SIMILAR,example,
2,14,지렁이,뱀,,,Attribute Similarity (Korean Localized),SIMILAR,example,
2,14,우표,스티커,,,Attribute Similarity (Korean Localized),SIMILAR,example,
2,14,나무,관목,,,Attribute Similarity (Korean Localized),SIMILAR,example,
2,14,키보드,계산기,계산기,전선,Attribute Similarity (Korean Localized),SIMILAR,probe,1.0
3,-1,baseline,baseline,,,baseline,baseline,baseline,
4,51,불멸자,죽다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
4,51,비관론자,희망하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
4,51,인어,걷다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
4,51,겁쟁이,자원하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
4,51,고양이,짖다,야옹거리다,짖다,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,probe,2.0
5,42,호수,낚시,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
5,42,도서관,공부,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
5,42,부두,하역,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
5,42,교회,예배,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
5,42,카지노,도박,뷔페,도박,Location:Process/Product (Korean Localized),SPACE-TIME,probe,2.0
6,14,구멍,원,,,Attribute Similarity (Korean Localized),SIMILAR,example,
6,14,레몬,라임,,,Attribute Similarity (Korean Localized),SIMILAR,example,
6,14,바늘,핀,,,Attribute Similarity (Korean Localized),SIMILAR,example,
6,14,거북이,달팽이,,,Attribute Similarity (Korean Localized),SIMILAR,example,
6,14,정원,숲,숲,호스,Attribute Similarity (Korean Localized),SIMILAR,probe,1.0
7,-1,baseline,baseline,,,baseline,baseline,baseline,
8,35,과부,남편,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
8,35,범죄자,준법,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
8,35,고물,가치,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
8,35,가출자,보호자,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
8,35,화석,생명,생명,고대,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,probe,1.0
9,14,소설,자서전,,,Attribute Similarity (Korean Localized),SIMILAR,example,
9,14,금,은,,,Attribute Similarity (Korean Localized),SIMILAR,example,
9,14,반지,고리,,,Attribute Similarity (Korean Localized),SIMILAR,example,
9,14,하늘,천장,,,Attribute Similarity (Korean Localized),SIMILAR,example,
9,14,큰바위,자갈,채석장,자갈,Attribute Similarity (Korean Localized),SIMILAR,probe,2.0
10,42,바,칵테일,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
10,42,강,카약,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
10,42,제강소,강철,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
10,42,대장간,편자,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
10,42,해변,서핑,짜다,서핑,Location:Process/Product (Korean Localized),SPACE-TIME,probe,2.0
11,-1,baseline,baseline,,,baseline,baseline,baseline,
12,51,교사,속이다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
12,51,거북이,질주하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
12,51,나무,걷다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
12,51,갓난아기,이해하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
12,51,경찰,훔치다,보호하다,훔치다,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,probe,2.0
13,35,유명인,사생활,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
13,35,가석방자,구금,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
13,35,무법자,명예,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
13,35,폐허,웅장함,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
13,35,완치자,병,병,약,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,probe,1.0
14,14,집,텐트,,,Attribute Similarity (Korean Localized),SIMILAR,example,
14,14,바구니,양동이,,,Attribute Similarity (Korean Localized),SIMILAR,example,
14,14,차,커피,,,Attribute Similarity (Korean Localized),SIMILAR,example,
14,14,사진,그림,,,Attribute Similarity (Korean Localized),SIMILAR,example,
14,14,사다리,계단,난간,계단,Attribute Similarity (Korean Localized),SIMILAR,probe,2.0
15,-1,baseline,baseline,,,baseline,baseline,baseline,
16,35,추방자,조국,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
16,35,노인,활력,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
16,35,탕진가,저축,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
16,35,잔해,구조,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
16,35,회복기환자,열,허약,열,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,probe,2.0
17,42,도축장,고기,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
17,42,의원,치료,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
17,42,피혁공장,가죽,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
17,42,시장,거래,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
17,42,텃밭,채소,채소,삽,Location:Process/Product (Korean Localized),SPACE-TIME,probe,1.0
18,51,대식가,단식하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
18,51,재소자,모범적으로행동하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
18,51,스토아주의자,불평하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
18,51,독재자,사임하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
18,51,괴롭히는사람,사과하다,사과하다,위협하다,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,probe,1.0
19,35,홀아비,아내,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
19,35,해골,살,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
19,35,개구리,꼬리,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
19,35,노예,자유,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
19,35,전임자,권력,전직,권력,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,probe,2.0
20,42,무대,공연,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
20,42,극장,연극,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
20,42,사무실,업무,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
20,42,제재소,목재,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
20,42,채석장,돌,돌,드릴,Location:Process/Product (Korean Localized),SPACE-TIME,probe,1.0
21,14,붕대,삼각건,,,Attribute Similarity (Korean Localized),SIMILAR,example,
21,14,비누,세제,,,Attribute Similarity (Korean Localized),SIMILAR,example,
21,14,짐마차,트레일러,,,Attribute Similarity (Korean Localized),SIMILAR,example,
21,14,리본,벨트,,,Attribute Similarity (Korean Localized),SIMILAR,example,
21,14,울타리,생울타리,난간,생울타리,Attribute Similarity (Korean Localized),SIMILAR,probe,2.0
22,51,의사,해치다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
22,51,중재자,도발하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
22,51,외교관,모욕하다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
22,51,간호사,해치다,,,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,example,
22,51,경호원,도망치다,도망치다,호위하다,Objects:Atypical Action (noun:verb) (Korean Localized),NON-ATTRIBUTE,probe,1.0
23,-1,baseline,baseline,,,baseline,baseline,baseline,
24,42,복싱링,복싱,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
24,42,경기장,경기,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
24,42,농장,농작물,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
24,42,벌집,꿀,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,
24,42,은행,대출,은행원,대출,Location:Process/Product (Korean Localized),SPACE-TIME,probe,2.0
25,35,기억상실증환자,기억,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
25,35,정신이상자,이성,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
25,35,파편,온전함,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
25,35,나비,번데기,,,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,example,
25,35,좀비,의식,산송장,의식,Item:Ex-part/Ex-possession (Korean Localized),PART-WHOLE,probe,2.0
