trial_idx,relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response
1,59,buzzer,end,,,Sign:Significant,REFERENCE,example,
1,59,salute,respect,,,Sign:Significant,REFERENCE,example,
1,59,receipt,purchase,,,Sign:Significant,REFERENCE,example,
1,59,trembling,fear,,,Sign:Significant,REFERENCE,example,
1,59,wrinkle,age,mirror,age,Sign:Significant,REFERENCE,probe,2.0
2,56,death,skull,,,Representation,REFERENCE,example,
2,56,career,resume,,,Representation,REFERENCE,example,
2,56,events,journal,,,Representation,REFERENCE,example,
2,56,sound,recording,,,Representation,REFERENCE,example,
2,56,event,photograph,camera,photograph,Representation,REFERENCE,probe,2.0
3,40,workshop,crafting,,,Location:Action/Activity,SPACE-TIME,example,
3,40,cinema,watching,,,Location:Action/Activity,SPACE-TIME,example,
3,40,market,selling,,,Location:Action/Activity,SPACE-TIME,example,
3,40,arcade,gaming,,,Location:Action/Activity,SPACE-TIME,example,
3,40,casino,gambling,gambling,slots,Location:Action/Activity,SPACE-TIME,probe,1.0
4,59,cobweb,disuse,,,Sign:Significant,REFERENCE,example,
4,59,icicle,freezing,,,Sign:Significant,REFERENCE,example,
4,59,sigh,frustration,,,Sign:Significant,REFERENCE,example,
4,59,alarm,danger,,,Sign:Significant,REFERENCE,example,
4,59,waving,greeting,hand,greeting,Sign:Significant,REFERENCE,probe,2.0
5,54,planning,confusion,,,Prevention,CAUSE-PURPOSE,example,
5,54,firewall,hacking,,,Prevention,CAUSE-PURPOSE,example,
5,54,preservatives,decay,,,Prevention,CAUSE-PURPOSE,example,
5,54,shade,overheating,,,Prevention,CAUSE-PURPOSE,example,
5,54,guardrail,collision,collision,highway,Prevention,CAUSE-PURPOSE,probe,1.0
6,-1,baseline,baseline,,,baseline,baseline,baseline,
7,56,screenplay,movie,,,Representation,REFERENCE,example,
7,56,membership,card,,,Representation,REFERENCE,example,
7,56,devotion,prayer,,,Representation,REFERENCE,example,
7,56,building,blueprint,,,Representation,REFERENCE,example,
7,56,power,scepter,scepter,control,Representation,REFERENCE,probe,1.0
8,40,rink,skating,,,Location:Action/Activity,SPACE-TIME,example,
8,40,observatory,stargazing,,,Location:Action/Activity,SPACE-TIME,example,
8,40,playground,swinging,,,Location:Action/Activity,SPACE-TIME,example,
8,40,theater,acting,,,Location:Action/Activity,SPACE-TIME,example,
8,40,bank,depositing,depositing,lending,Location:Action/Activity,SPACE-TIME,probe,1.0
9,59,snoring,sleep,,,Sign:Significant,REFERENCE,example,
9,59,badge,authority,,,Sign:Significant,REFERENCE,example,
9,59,laughter,amusement,,,Sign:Significant,REFERENCE,example,
9,59,graffiti,vandalism,,,Sign:Significant,REFERENCE,example,
9,59,limp,injury,crutch,injury,Sign:Significant,REFERENCE,probe,2.0
