relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
13,실명하다,시력,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,2
13,겸손하다,오만,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,2
13,믿을만하다,속임수,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,2
13,온순하다,공격성,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,2
13,기쁘다,비참함,비참함,축하,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,probe,1.0,2
28,업로드,다운로드,,,Directional (Korean Localized),CONTRAST,example,,3
28,상행,하행,,,Directional (Korean Localized),CONTRAST,example,,3
28,상승하다,하강하다,,,Directional (Korean Localized),CONTRAST,example,,3
28,들어가다,나가다,,,Directional (Korean Localized),CONTRAST,example,,3
28,밀다,당기다,누르다,당기다,Directional (Korean Localized),CONTRAST,probe,2.0,3
32,쉼터,텐트,,,Functional (Korean Localized),CLASS-INCLUSION,example,,4
32,의류,치마,,,Functional (Korean Localized),CLASS-INCLUSION,example,,4
32,악기,클라리넷,,,Functional (Korean Localized),CLASS-INCLUSION,example,,4
32,영양소,비타민,,,Functional (Korean Localized),CLASS-INCLUSION,example,,4
32,도구,망치,못,망치,Functional (Korean Localized),CLASS-INCLUSION,probe,2.0,4
10,돈빌려주는사람,돈빌리는사람,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,5
10,사진작가,고객,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,5
10,장군,병사,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,5
10,요리사,손님,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,5
10,재단사,고객,고객,피팅룸,Agent:Recipient (Korean Localized),CASE RELATIONS,probe,1.0,5
28,처음,마지막,,,Directional (Korean Localized),CONTRAST,example,,6
28,진전,퇴보,,,Directional (Korean Localized),CONTRAST,example,,6
28,주입하다,추출하다,,,Directional (Korean Localized),CONTRAST,example,,6
28,윗쪽,아랫쪽,,,Directional (Korean Localized),CONTRAST,example,,6
28,천장,바닥,다락방,바닥,Directional (Korean Localized),CONTRAST,probe,2.0,6
32,간식,팝콘,,,Functional (Korean Localized),CLASS-INCLUSION,example,,7
32,의복,셔츠,,,Functional (Korean Localized),CLASS-INCLUSION,example,,7
32,신발,샌들,,,Functional (Korean Localized),CLASS-INCLUSION,example,,7
32,가구,책상,,,Functional (Korean Localized),CLASS-INCLUSION,example,,7
32,유제품,치즈,치즈,냉장고,Functional (Korean Localized),CLASS-INCLUSION,probe,1.0,7
10,조종사,승객,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,8
10,스폰서,선수,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,8
10,삼촌,조카,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,8
10,웨이터,손님,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,8
10,바텐더,손님,손님,칵테일,Agent:Recipient (Korean Localized),CASE RELATIONS,probe,1.0,8
-1,baseline,baseline,,,baseline,baseline,baseline,,9
32,교통수단,버스,,,Functional (Korean Localized),CLASS-INCLUSION,example,,10
32,장신구,팔찌,,,Functional (Korean Localized),CLASS-INCLUSION,example,,10
32,단열재,폼,,,Functional (Korean Localized),CLASS-INCLUSION,example,,10
32,침구,담요,,,Functional (Korean Localized),CLASS-INCLUSION,example,,10
32,디저트,케이크,생일,케이크,Functional (Korean Localized),CLASS-INCLUSION,probe,2.0,10
28,다가가다,멀어지다,,,Directional (Korean Localized),CONTRAST,example,,11
28,동틀녘,해질녘,,,Directional (Korean Localized),CONTRAST,example,,11
28,먼저,나중,,,Directional (Korean Localized),CONTRAST,example,,11
28,상류,하류,,,Directional (Korean Localized),CONTRAST,example,,11
28,다락방,지하실,지하실,집,Directional (Korean Localized),CONTRAST,probe,1.0,11
13,명랑하다,우울함,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,12
13,순수하다,부패,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,12
13,부유하다,가난,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,12
13,만족하다,불만,,,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,example,,12
13,늙다,젊음,젊음,손주,Attribute:Nonstate (adjective:noun) (Korean Localized),NON-ATTRIBUTE,probe,1.0,12
10,연설가,청중,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,13
10,지휘자,오케스트라,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,13
10,교수,학생,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,13
10,수의사,동물,,,Agent:Recipient (Korean Localized),CASE RELATIONS,example,,13
10,점원,고객,고객,계산대,Agent:Recipient (Korean Localized),CASE RELATIONS,probe,1.0,13
28,들이마시다,내쉬다,,,Directional (Korean Localized),CONTRAST,example,,14
28,보내다,받다,,,Directional (Korean Localized),CONTRAST,example,,14
28,공기를넣다,공기를빼다,,,Directional (Korean Localized),CONTRAST,example,,14
28,높다,낮다,,,Directional (Korean Localized),CONTRAST,example,,14
28,전진,후진,후진,길,Directional (Korean Localized),CONTRAST,probe,1.0,14
32,신호,경적,,,Functional (Korean Localized),CLASS-INCLUSION,example,,15
32,채소,시금치,,,Functional (Korean Localized),CLASS-INCLUSION,example,,15
