relation_idx,word1,word2,option_1,option_2,relation_name,relation_category,trial_type,correct_response,trial_idx
-1,baseline,baseline,,,baseline,baseline,baseline,,1
49,움직이지않다,흔들리다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,2
49,산산조각나지않다,산산조각나다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,2
49,공략불가하다,공격받다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,2
49,들리지않다,들리다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,2
49,끝없다,끝나다,선,끝나다,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,probe,2.0,2
53,윤활유,마찰,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,3
53,돈,가난,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,3
53,절제,과도함,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,3
53,마개,쏟음,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,3
53,저축,파산,안정,파산,Prevention (Korean Localized),CAUSE-PURPOSE,probe,2.0,3
42,목장,소,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,4
42,공방,가구,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,4
42,학교,교육,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,4
42,농장,농작물,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,4
42,암실,사진현상,사진현상,화학약품,Location:Process/Product (Korean Localized),SPACE-TIME,probe,1.0,4
18,회사,애플,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,5
18,스포츠,야구,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,5
18,고양이,샴고양이,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,5
18,도시,댈러스,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,5
18,악당,조커,조커,광대,ClassIndividual (Korean Localized),CLASS-INCLUSION,probe,1.0,5
49,겁없다,겁먹다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,6
49,방수이다,젖다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,6
49,화해불가능하다,화해하다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,6
49,감지되지않다,발견되다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,6
49,불에타지않다,타다,소화기,타다,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,probe,2.0,6
-1,baseline,baseline,,,baseline,baseline,baseline,,7
53,선글라스,눈부심,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,8
53,운동,비만,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,8
53,유머,긴장,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,8
53,규제,남용,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,8
53,비밀번호,침입,침입,로그인,Prevention (Korean Localized),CAUSE-PURPOSE,probe,1.0,8
42,전장,전투,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,9
42,밭,쟁기질,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,9
42,음식점,식사,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,9
42,바,칵테일,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,9
42,증류소,위스키,위스키,오크,Location:Process/Product (Korean Localized),SPACE-TIME,probe,1.0,9
-1,baseline,baseline,,,baseline,baseline,baseline,,10
53,난간,추락,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,11
53,외투,저체온증,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,11
53,필터,불순물,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,11
53,헬멧,뇌진탕,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,11
53,우산,젖음,바람,젖음,Prevention (Korean Localized),CAUSE-PURPOSE,probe,2.0,11
49,눈에띄지않다,알아차리다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,12
49,가시지않다,가시다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,12
49,가라앉지않다,가라앉다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,12
49,불가피하다,막히다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,12
49,의심할수없다,의심하다,의심하다,사실,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,probe,1.0,12
-1,baseline,baseline,,,baseline,baseline,baseline,,13
42,유제품공장,버터,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,14
42,코인세탁방,세탁,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,14
42,교회,예배,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,14
42,과수원,사과,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,14
42,침실,수면,수면,램프,Location:Process/Product (Korean Localized),SPACE-TIME,probe,1.0,14
53,가지치기,과성장,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,15
53,치실사용,치태,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,15
53,제방,범람,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,15
53,보습제,건조함,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,15
53,법,범죄,범죄,법원,Prevention (Korean Localized),CAUSE-PURPOSE,probe,1.0,15
18,언어,스페인어,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,16
18,컴퓨터,델,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,16
18,오토바이,할리데이비슨,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,16
18,향신료,계피,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,16
18,왕,아서왕,아서왕,전설,ClassIndividual (Korean Localized),CLASS-INCLUSION,probe,1.0,16
42,헬스장,근육,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,17
42,피자가게,피자,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,17
42,교실,수업,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,17
42,둥지,알,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,17
42,빵집,빵,오븐,빵,Location:Process/Product (Korean Localized),SPACE-TIME,probe,2.0,17
49,무한하다,고갈되다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,18
49,반박할수없다,반박되다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,18
49,오류가없다,실수하다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,18
49,실패불가하다,실패하다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,18
49,포기할수없다,포기하다,포기하다,공유되다,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,probe,1.0,18
18,악기,기타,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,19
18,장르,재즈,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,19
18,강,나일강,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,19
18,행성,화성,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,19
18,도구,망치,망치,공구함,ClassIndividual (Korean Localized),CLASS-INCLUSION,probe,1.0,19
53,그늘,과열,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,20
53,예산관리,빚,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,20
53,감독,일탈행동,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,20
53,연습,실패,,,Prevention (Korean Localized),CAUSE-PURPOSE,example,,20
53,정비,고장,고장,유지관리,Prevention (Korean Localized),CAUSE-PURPOSE,probe,1.0,20
42,자궁,아기,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,21
42,경기장,경기,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,21
42,무대,공연,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,21
42,트랙,경주,,,Location:Process/Product (Korean Localized),SPACE-TIME,example,,21
42,피혁공장,가죽,생가죽,가죽,Location:Process/Product (Korean Localized),SPACE-TIME,probe,2.0,21
18,개,푸들,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,22
18,텔레비전,소니,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,22
18,휴일,크리스마스,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,22
18,철학자,플라톤,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,22
18,사막,사하라사막,낙타,사하라사막,ClassIndividual (Korean Localized),CLASS-INCLUSION,probe,2.0,22
49,협상불가이다,협상되다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,23
49,피할수없다,피하다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,23
49,떼어낼수없다,떨어지다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,23
49,불가침이다,침해되다,,,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,example,,23
49,지치지않다,지치다,지치다,활기차다,ObjectAttribute:Noncondition (adjective:adjective) (Korean Localized),NON-ATTRIBUTE,probe,1.0,23
-1,baseline,baseline,,,baseline,baseline,baseline,,24
18,새,독수리,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,25
18,화산,베수비오 화산,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,25
18,차량,트럭,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,25
18,대통령,링컨,,,ClassIndividual (Korean Localized),CLASS-INCLUSION,example,,25
18,여왕,엘리자베스 2세,왕좌,엘리자베스 2세,ClassIndividual (Korean Localized),CLASS-INCLUSION,probe,2.0,25
